name,peliaikaAlle30min,peliaika31to60min,peliaika1hto2h,peliaikayli2h
"Borneo",0,1,0,0
"Darjeeling",0,1,0,0
"El Club de los Martes",0,1,0,0
"Saba: Palast der Königin",0,1,0,0
"Liebe & Intrige",0,1,0,0
"Caveman",0,1,0,0
"The Club",0,1,0,0
"Die Wiege der Renaissance",0,1,0,0
"Cockroach Salad",1,0,0,0
"Gipsy King",1,0,0,0
"Alles Kanone!",1,0,0,0
"Wiochmen 2",1,0,0,0
"Palastgeflüster",0,1,0,0
"1848: Australia",0,0,0,1
"Altamira",0,0,1,0
"Bezzerwizzer",0,1,0,0
"Kogworks",1,0,0,0
"Make You Gunfighters",1,0,0,0
"Mafia",1,0,0,0
"The Battle for Hill 218",1,0,0,0
"Murder City",0,0,1,0
"Wealth of Nations",0,0,1,0
"Monsterpocalypse",0,1,0,0
"Hero: Immortal King – The Lair of the Lich",1,0,0,0
"Hero: Immortal King – The Den of Dementia",1,0,0,0
"Hero: Immortal King – The Infernal Forge",1,0,0,0
"Scene It? Disney Second Edition",0,1,0,0
"Scene It? Movie Second Edition",0,1,0,0
"Black Stories Mystery Edition",1,0,0,0
"The Battle for Normandy",0,0,0,1
"Prawo Dungli",1,0,0,0
"Neue Heimat",0,1,0,0
"Hai-Alarm!!!",0,1,0,0
"Innsmouth Escape",1,0,0,0
"Axis Empires: Totaler Krieg!",0,0,0,1
"Axis Empires: Dai Senso!",0,0,0,1
"Tàin",1,0,0,0
"Saigo no Kane",0,1,0,0
"The Caucasus Campaign",0,0,0,1
"The Drive On Metz (second edition)",1,0,0,0
"Humans!!!",0,1,0,0
"Master Labyrinth",0,1,0,0
"Breakthrough: Cambrai",0,0,0,1
"Chabyrinthe",1,0,0,0
"Senji",0,0,1,0
"War",0,0,1,0
"Cranium WOW",0,1,0,0
"Wasabi!",0,1,0,0
"Burrows",0,1,0,0
"Magnet",1,0,0,0
"Middle Kingdom",0,1,0,0
"Endeavor",0,0,1,0
"Monastery",0,1,0,0
"Genji",0,1,0,0
"S'quarrels: A Game of Absolute Nuts",1,0,0,0
"Funkenschlag: EnBW",0,0,1,0
"The Red Dragon Inn 2",0,1,0,0
"Zombie in my Pocket",1,0,0,0
"Time's Up! Édition purple",0,1,0,0
"Mwahahaha!",0,0,1,0
"Say Anything",1,0,0,0
"Trivial Pursuit Deluxe",0,0,1,0
"Whoowasit?",0,1,0,0
"Battle Above the Clouds",0,0,0,1
"Tulipmania 1637",0,1,0,0
"Omega Centauri",0,1,0,0
"Panzer Grenadier: Elsenborn Ridge",0,1,0,0
"Killer Bunnies and the Journey to Jupiter",0,0,1,0
"Bacchus' Banquet",1,0,0,0
"Nightfighter",0,1,0,0
"Take the Train",1,0,0,0
"Code Omega",1,0,0,0
"Burgen Land",1,0,0,0
"Journey to the Center of the Earth",0,1,0,0
"Witch's Brew",0,1,0,0
"Tales of the Arabian Nights",0,0,1,0
"Ticket to Ride: The Card Game",1,0,0,0
"Grind",0,1,0,0
"Potion-Making: Practice",0,1,0,0
"Cartagena: Die Goldinsel",0,1,0,0
"Aquaretto",0,1,0,0
"Biblios",1,0,0,0
"Atoll",1,0,0,0
"Blox",0,1,0,0
"Deukalion",0,1,0,0
"Gisborne: Die ersten Kartographen",0,1,0,0
"Graffiti",1,0,0,0
"The Climbers",0,1,0,0
"Shanghaien",1,0,0,0
"Sorts",0,0,1,0
"Tiki Topple",1,0,0,0
"Go Nuts!",1,0,0,0
"Captain Clueless: Lost in the Caribbean",1,0,0,0
"World of Warcraft Miniatures Game",0,1,0,0
"Toledo",0,1,0,0
"New World: A Carcassonne Game",0,1,0,0
"Stone Age",0,0,1,0
"The Dungeon of D",0,1,0,0
"The Spanish Civil War 1936-1939",0,0,0,1
"Drachen Wurf",1,0,0,0
"Thor",1,0,0,0
"The Hanging Gardens",0,1,0,0
"Clue Express",1,0,0,0
"Battleship Express",1,0,0,0
"Pengoloo",1,0,0,0
"Ilium",0,1,0,0
"Wizard's Gambit",0,1,0,0
"Ventura",0,0,1,0
"Revolution!",0,1,0,0
"Backseat Drawing",1,0,0,0
"Double Shutter",1,0,0,0
"Ubongo: Duel",0,1,0,0
"Chaos Isle: Zombi Deck",1,0,0,0
"World at War: Blood and Bridges",0,0,1,0
"Axis & Allies Anniversary Edition",0,0,0,1
"Yetisburg: Titanic Battles in History, Vol. 1",1,0,0,0
"Globalissimo",0,1,0,0
"Likewise!",0,1,0,0
"Qubix",1,0,0,0
"Batavia",0,1,0,0
"Caledea: The Epic Strategy Game",1,0,0,0
"German Railways",0,1,0,0
"The Dutch Golden Age",0,1,0,0
"Im Reich der Wüstensöhne",0,1,0,0
"Kahmaté",1,0,0,0
"Battlefields of Olympus",1,0,0,0
"Sixis",1,0,0,0
"Hold the Line",0,1,0,0
"Field Commander: Alexander",0,0,1,0
"Martian Fluxx",1,0,0,0
"Bandits",0,1,0,0
"Salem",0,0,1,0
"Nations at War: White Star Rising",0,0,1,0
"Nefertiti",0,1,0,0
"Moto Grand Prix",0,1,0,0
"Triovision",1,0,0,0
"The Name of the Rose",0,0,1,0
"Fauna",0,1,0,0
"Ra: The Dice Game",0,1,0,0
"The Princess Bride: Storming the Castle",1,0,0,0
"Mini Make 'N' Break",1,0,0,0
"Tinners' Trail",0,0,1,0
"Strozzi",0,1,0,0
"Witchcraft",1,0,0,0
"Where There Is Discord: War in the South Atlantic",0,0,0,1
"Samurai: The Card Game",0,1,0,0
"Log Jam",1,0,0,0
"Caesar XL",0,1,0,0
"Bastogne: Screaming Eagles under Siege",0,0,0,1
"Le Havre",0,0,0,1
"Carpe Astra",0,1,0,0
"Sylla",0,0,1,0
"Climb!",1,0,0,0
"Lungarno",0,1,0,0
"Wild Vikings",1,0,0,0
"A Touch of Evil: The Supernatural Game",0,0,1,0
"Auf die Schätze, fertig, los!",1,0,0,0
"Day & Night",0,1,0,0
"duck! duck! Go!",1,0,0,0
"Toboggans of Doom",1,0,0,0
"Rorschach",1,0,0,0
"The Duke",1,0,0,0
"Israeli Independence",1,0,0,0
"No Question of Surrender",1,0,0,0
"Where Eagles Dare",0,0,0,1
"Down in Flames: Aces High",0,1,0,0
"Monty Python Fluxx",0,1,0,0
"Dust Tactics",1,0,0,0
"The Napoleonic Wars (Second Edition)",0,0,0,1
"The Guns of Gettysburg",0,0,0,1
"Gulf, Mobile & Ohio",0,1,0,0
"Crown of Roses",0,0,0,1
"Wings of War: Fire from the Sky",0,1,0,0
"2 de Mayo",1,0,0,0
"Castellers",1,0,0,0
"Time's Up! Title Recall!",0,1,0,0
"Ancient Battles Deluxe",0,1,0,0
"Serpents of the Seas",0,0,0,1
"Level Up",0,1,0,0
"Rice Wars",0,1,0,0
"Pyramid",0,1,0,0
"Aquarium",0,1,0,0
"Free Trader",0,1,0,0
"One More Barrel",0,0,1,0
"Bump in the Night",0,1,0,0
"Leader 1",0,0,0,1
"Black Sheep",1,0,0,0
"Jishaku",1,0,0,0
"The Princes of Machu Picchu",0,0,1,0
"Waterloo",0,0,0,1
"After the Flood",0,0,0,1
"Claustrophobia",0,1,0,0
"Red November",0,0,1,0
"All Things Zombie: The Boardgame",0,1,0,0
"Partini",1,0,0,0
"Ghost Stories",0,1,0,0
"Battlestar Galactica",0,0,0,1
"Pack & Stack",0,1,0,0
"Time's Up! Deluxe",0,1,0,0
"Dungeons & Dragons Miniatures Game (second edition)",0,1,0,0
"Sorry! Sliders",1,0,0,0
"Risk (Revised Edition)",0,0,1,0
"Court of the Medici",1,0,0,0
"Comuni",0,0,1,0
"The Uncharted Seas",0,0,1,0
"Yahtzee Free for All",1,0,0,0
"Decktet",1,0,0,0
"Halo Interactive Strategy Game",1,0,0,0
"Circus Maximus",0,1,0,0
"Cthulhu Rising",1,0,0,0
"Founding Fathers",0,0,1,0
"Robot Master",1,0,0,0
"Piece o' Cake",1,0,0,0
"Gem Dealer",1,0,0,0
"Roll Through the Ages: The Bronze Age",0,1,0,0
"Steel Driver",0,1,0,0
"Sushizock im Gockelwok",1,0,0,0
"Pala",1,0,0,0
"Kraków 1325 AD",0,1,0,0
"Clue: Discover the Secrets",0,1,0,0
"Apples to Apples to Go",1,0,0,0
"Looting London",1,0,0,0
"Haggis",0,1,0,0
"The Heavens of Olympus",0,1,0,0
"Hogwarts: House Cup Challenge",0,0,1,0
"The Stars Are Right",0,1,0,0
"Rock the Beat",1,0,0,0
"Boss Kito",1,0,0,0
"Cavum",0,0,1,0
"Master Builder",0,1,0,0
"Sutter's Mill",0,1,0,0
"Scallywags",1,0,0,0
"Incan Gold",1,0,0,0
"Magnifico",0,0,1,0
"Julius Caesar",0,0,1,0
"Formula D",0,1,0,0
"Firestorm Armada",0,0,1,0
"Diamonds Club",0,0,1,0
"Ascending Empires",0,0,1,0
"Jenga: Donkey Kong Collector's Edition",1,0,0,0
"God Dice",1,0,0,0
"Monkey Lab",1,0,0,0
"Trivial Pursuit: 25th Anniversary Edition",0,0,1,0
"Clue: Harry Potter Edition",1,0,0,0
"Byzanz",0,1,0,0
"Snow Tails",0,1,0,0
"Electronic Pictionary Man",1,0,0,0
"Phase 10 Twist",1,0,0,0
"Cheaty Mages!",1,0,0,0
"Herr der Ziegen",0,1,0,0
"Wolsung: The Boardgame",1,0,0,0
"Robotory",1,0,0,0
"Beep! Beep!",1,0,0,0
"God's Playground",0,0,0,1
"Start Player",1,0,0,0
"The Looney Bin",1,0,0,0
"Logan Stones",1,0,0,0
"Scene It? Seinfeld",1,0,0,0
"Ad Astra",0,1,0,0
"Scene It? Star Trek",1,0,0,0
"The 3 Commandments",0,1,0,0
"Days of Steam",0,1,0,0
"Los Banditos",1,0,0,0
"Exalted: Legacy of the Unconquered Sun",0,0,1,0
"Kakerlakensuppe",1,0,0,0
"War for Edaðh",1,0,0,0
"Sidibaba",0,1,0,0
"Cornerstone",0,1,0,0
"Timber Tom",0,1,0,0
"Space Alert",1,0,0,0
"Palago",1,0,0,0
"Corps Command: Dawn's Early Light",1,0,0,0
"22 Pommes",1,0,0,0
"Hurry'Cup!",1,0,0,0
"Witch of Salem",0,1,0,0
"Powerboats",0,1,0,0
"Kamisado",1,0,0,0
"Fast Flowing Forest Fellers",1,0,0,0
"Duck Dealer",0,0,0,1
"Pogs",1,0,0,0
"Cities",1,0,0,0
"Godzilla: Kaiju World Wars",0,1,0,0
"EVE: Conquests",0,0,1,0
"Bushido: Der Weg des Kriegers",0,0,1,0
"Time's Up! Edición Amarilla",1,0,0,0
"Normandy '44",0,0,0,1
"The Swarm",0,0,1,0
"Shuuro",1,0,0,0
"Ground Floor",0,0,0,1
"Heads of State",0,0,1,0
"Red Winter: The Soviet Attack at Tolvajärvi, Finland – 8-12 December 1939",1,0,0,0
"Uruk: Wiege der Zivilisation",0,1,0,0
"Rebel Raiders on the High Seas",0,0,0,1
"Settlers of Catan: Gallery Edition",0,1,0,0
"Conflict of Heroes: Storms of Steel! – Kursk 1943",0,0,1,0
"Strada Romana",0,1,0,0
"Giants",0,0,1,0
"Hab & Gut",0,1,0,0
"Jet Set",0,0,1,0
"Cambria",1,0,0,0
"No Retreat!",0,1,0,0
"Illusio",1,0,0,0
"Wind River",0,1,0,0
"Hooop!",1,0,0,0
"The God Kings: Warfare at the Dawn of Civilization, 1500 – 1260BC",0,0,0,1
"Amerigo",1,0,0,0
"Basilica",0,1,0,0
"Via Romana",0,1,0,0
"Córdoba",1,0,0,0
"Mecanisburgo",0,0,1,0
"Bobby Sitter",1,0,0,0
"Mow",1,0,0,0
"18NEB",0,0,0,1
"Royal Palace",0,1,0,0
"Washington's War",0,0,1,0
"Nothing Gained But Glory",0,0,0,1
"Professor Pünschge",1,0,0,0
"Heroes Of The World",0,0,1,0
"The Supreme Commander",0,0,0,1
"IGOR: The Monster Making Game",1,0,0,0
"Hoppladi Hopplada!",1,0,0,0
"Klickado",1,0,0,0
"Liberty Roads",0,0,0,1
"Click Clack Lumberjack",1,0,0,0
"Tier auf Tier: Das Duell",1,0,0,0
"Fighting Formations: Grossdeutschland Motorized Infantry Division",0,0,0,1
"Turandot",1,0,0,0
"Nemo's War",0,1,0,0
"Black Friday",0,1,0,0
"Pass the Popcorn! Game",1,0,0,0
"Baltic Gap",0,0,0,1
"Lakota",1,0,0,0
"Mégawatts",0,0,1,0
"Android",0,0,0,1
"Karelia '44",1,0,0,0
"Automobile",0,0,1,0
"Frontline: D-Day",0,1,0,0
"Talat",0,1,0,0
"Trivial Pursuit Digital Choice",1,0,0,0
"Cosmic Encounter",0,0,1,0
"ego",0,1,0,0
"Prolix",1,0,0,0
"At the Gates of Loyang",0,0,1,0
"Merkator",0,0,1,0
"Tien Zi Que",1,0,0,0
"Deadlands: The Battle for Slaughter Gulch",0,1,0,0
"Mountain of Inferno",1,0,0,0
"Qwirkle Cubes",0,1,0,0
"Sumeria",0,1,0,0
"Dixit",1,0,0,0
"Flapjacks and Sasquatches",1,0,0,0
"Guess Who? Extra",1,0,0,0
"Zombiegeddon",0,1,0,0
"Last Train to Wensleydale",0,0,1,0
"Chariots of Fire",0,0,1,0
"Legion of Honor",0,0,0,1
"A Game of Thrones: The Card Game",0,1,0,0
"Party Playoff",1,0,0,0
"Soviet Dawn",0,1,0,0
"Telepathy",1,0,0,0
"RAF: The Battle of Britain 1940",0,0,0,1
"Nile",1,0,0,0
"Bombay",0,1,0,0
"Einauge sei wachsam!",0,1,0,0
"Bridge Troll",0,1,0,0
"Long Shot",0,1,0,0
"Order Up",1,0,0,0
"Campaign Commander Volume I: Roads to Stalingrad",0,0,0,1
"Risk: Balance of Power",0,1,0,0
"Call of Cthulhu: The Card Game",1,0,0,0
"Masters of Venice",0,0,1,0
"Monopoly: Here and Now – The World Edition",0,1,0,0
"Maria",0,0,0,1
"Islas Canarias",0,1,0,0
"Masters Gallery",1,0,0,0
"FITS",0,1,0,0
"Monopoly Deal Card Game",1,0,0,0
"Martians!!!",0,1,0,0
"Der Palast von Eschnapur",0,1,0,0
"Malta!",1,0,0,0
"Maori",1,0,0,0
"Stratego (Revised Edition)",1,0,0,0
"Sector 41",0,0,1,0
"Livingstone",0,1,0,0
"Anima: Beyond Good and Evil",0,1,0,0
"Verflixxt! kompakt",1,0,0,0
"Birds on a Wire",1,0,0,0
"Scrabble Slam!",1,0,0,0
"Cosmic Encounter",0,1,0,0
"Cosmic Encounter",0,1,0,0
"Star Trek Customizable Card Game (Second Edition)",0,1,0,0
"Curling Table Game",1,0,0,0
"Rabbit Hunt",1,0,0,0
"Incursion",0,0,1,0
"Finca",0,1,0,0
"Bakong",1,0,0,0
"Risk: Halo Wars Collector's Edition",0,1,0,0
"Too Many Monkeys",1,0,0,0
"Ring-O Flamingo",1,0,0,0
"Cartagena: Die Meuterei",0,1,0,0
"Alea Iacta Est",0,1,0,0
"Montego Bay",0,1,0,0
"Clash of Cultures",0,0,0,1
"Valdora",0,1,0,0
"The Golden City",0,1,0,0
"Bürger, Baumeister & Co.",0,1,0,0
"Dice Town",0,1,0,0
"Miss Poutine",1,0,0,0
"Magestorm",0,1,0,0
"Cheese Chasers",1,0,0,0
"Genial Spezial",0,1,0,0
"The Pillars of the Earth: Builders Duel",0,1,0,0
"Keltis: Das Kartenspiel",1,0,0,0
"Dominion: Intrigue",1,0,0,0
"Krysis",0,1,0,0
"Battleship: The Tactical Combat Game",1,0,0,0
"Crunch: The Game for Utter Bankers",0,1,0,0
"Zoowaboo",1,0,0,0
"Hide the Kids!",1,0,0,0
"Nur die Ziege zählt",1,0,0,0
"6 nimmt! Junior",1,0,0,0
"Burg der 1000 Spiegel",1,0,0,0
"Word on the Street",1,0,0,0
"Vasco da Gama",0,0,1,0
"Keltis: Der Weg der Steine Mitbringspiel",1,0,0,0
"My First Carcassonne",1,0,0,0
"Sherwood Forest",0,1,0,0
"Galaxy's Edge",0,1,0,0
"Case Yellow, 1940: The German Blitzkrieg in the West",0,0,0,1
"Tokyo Train",1,0,0,0
"You Robot",1,0,0,0
"Virgin Queen",0,0,0,1
"Magnate",0,1,0,0
"Clue: Secrets & Spies",0,1,0,0
"King Philip's War",0,0,1,0
"The Resistance",1,0,0,0
"Pirate Versus Pirate",1,0,0,0
"Monopoly City",0,0,1,0
"Down in Flames: WWII-Guns Blazing",1,0,0,0
"Ramses Pyramid",1,0,0,0
"Ubongo Extrem: Mitbringspiel",1,0,0,0
"First Orchard",1,0,0,0
"Black Stories 4",0,1,0,0
"Scary Tales: Snow White vs. The Giant",1,0,0,0
"Zombie in my Pocket",1,0,0,0
"Band of Brothers: Screaming Eagles",0,0,1,0
"Giro d'Italia: The Game",0,0,1,0
"Phantom Leader",1,0,0,0
"Yamslam",1,0,0,0
"Are You the Traitor?",1,0,0,0
"The Great Fire of London 1666",0,0,1,0
"Schweinebammel",1,0,0,0
"FlipOut",1,0,0,0
"Struggle for the Galactic Empire",0,0,0,1
"Zulus on the Ramparts!",1,0,0,0
"Abandon Ship",1,0,0,0
"Sushi Roll!",1,0,0,0
"Adios Amigos",1,0,0,0
"American Rails",0,0,1,0
"Opus-Dei: Existence After Religion",0,1,0,0
"Fastrack",1,0,0,0
"Creationary",1,0,0,0
"Minotaurus",1,0,0,0
"Axis & Allies: 1942",0,0,0,1
"Trader",1,0,0,0
"Food Chain",1,0,0,0
"The Magic Labyrinth",1,0,0,0
"World at War: The Untold Stories",0,1,0,0
"Eurobusiness",0,0,1,0
"Vinhos",0,0,0,1
"Mixmo",1,0,0,0
"Fzzzt!",1,0,0,0
"Mob Ties: The Board Game",0,0,1,0
"Dungeon Twister 2: Prison",0,1,0,0
"Scary Tales: Little Red vs. Pinocchio",1,0,0,0
"Doctor Who: Solitaire Story Game",0,1,0,0
"Labyrinth: The Duel",1,0,0,0
"7 Ate 9",1,0,0,0
"Super Circles",1,0,0,0
"Tobago",0,1,0,0
"Martinique",1,0,0,0
"Wings of War: WW2 Deluxe set",0,1,0,0
"Pax Baltica",0,0,0,1
"Space Pirates",0,1,0,0
"Inquisitio",1,0,0,0
"Batt'l Kha'os",1,0,0,0
"Rattus",0,1,0,0
"Lost Cities: The Board Game",0,1,0,0
"Pony Express",0,1,0,0
"The Hell of Stalingrad",0,0,1,0
"Dune Express",1,0,0,0
"Airborne In Your Pocket: Free Trial Version",1,0,0,0
"Field Commander: Napoleon",0,0,0,1
"Connect 4x4",1,0,0,0
"Hibernia",0,1,0,0
"RÖK",1,0,0,0
"Arcane Legions",0,0,1,0
"Lock 'n Load: Heroes of the Gap",0,0,1,0
"Opera",0,0,1,0
"Gears of War: The Board Game",0,0,0,1
"The Isle of Doctor Necreaux",0,1,0,0
"Pocket Battles: Celts vs. Romans",1,0,0,0
"Peloponnes",0,1,0,0
"UNO Moo!",1,0,0,0
"Martian Rails",0,0,0,1
"Invasion from Outer Space: The Martian Game",0,0,1,0
"Pressure Matrix",0,1,0,0
"Hagoth: Builder of Ships",1,0,0,0
"Myth: Pantheons",0,1,0,0
"Hansa Teutonica",0,0,1,0
"Yomi",1,0,0,0
"Chaos in the Old World",0,0,1,0
"Chunky Fighters",1,0,0,0
"Assyria",0,0,1,0
"Scrappers",1,0,0,0
"Caesar's Gallic War",0,0,0,1
"The BoardGameGeek Game",0,1,0,0
"Pocket Rockets",1,0,0,0
"Baltimore & Ohio",0,0,1,0
"Tomb: Cryptmaster",0,0,1,0
"Kansas Pacific",0,0,1,0
"Castle Panic",0,1,0,0
"Germantown",0,0,0,1
"World Without End",0,0,1,0
"Party Alias",1,0,0,0
"Friday",1,0,0,0
"Monster Chase",1,0,0,0
"Delve: The Dice Game",1,0,0,0
"The Adventurers: The Temple of Chac",0,1,0,0
"Trivial Pursuit: Team Edition",0,1,0,0
"Power Grid: Factory Manager",0,1,0,0
"Ninja Burger: Secret Ninja Death Touch Edition",1,0,0,0
"Beer & Pretzels",1,0,0,0
"Who Would Win",1,0,0,0
"Agricola Express",1,0,0,0
"Arcana",0,1,0,0
"Alcazar",0,1,0,0
"Stronghold",0,0,1,0
"A Brief History of the World",0,0,0,1
"Time's Up! Academy",1,0,0,0
"Telestrations",1,0,0,0
"Campaign Manager 2008",0,1,0,0
"Warlords of Europe",0,0,0,1
"High Noon Saloon",0,1,0,0
"Ubongo 3D",1,0,0,0
"Schinderhannes",0,1,0,0
"Nostra City",0,1,0,0
"The Red Dragon Inn: Gambling? I'm In!",1,0,0,0
"Ratuki",1,0,0,0
"Pirate Code",1,0,0,0
"Race 3000",1,0,0,0
"Lava Dragon",1,0,0,0
"Monster 4",1,0,0,0
"Magikus",1,0,0,0
"Robo Champ",1,0,0,0
"Rush n' Crush",0,1,0,0
"Infinite City",0,1,0,0
"Square Shooters",1,0,0,0
"Gambit 7",1,0,0,0
"Win, Lose, or Banana",1,0,0,0
"Shootin' Ladders: Frag Fest",0,1,0,0
"Warhammer: Invasion",0,1,0,0
"Yikerz!",1,0,0,0
"Killer Bunnies REMIX",0,1,0,0
"Wazabi",1,0,0,0
"Kraby",1,0,0,0
"Battle for Moscow (second edition)",0,1,0,0
"Penny Arcade: The Card Game",1,0,0,0
"Cards Against Humanity",1,0,0,0
"Risiko! Prestige",0,0,1,0
"Belfort",0,0,1,0
"Ninjato",0,1,0,0
"Le Boomb!",1,0,0,0
"Caligula",0,1,0,0
"NichtLustig: Labor Chaos",1,0,0,0
"Adaptoid",1,0,0,0
"Malifaux",1,0,0,0
"Legacy: The Testament of Duke de Crecy",0,1,0,0
"Mali Powstacy: Warszawa 1944",1,0,0,0
"De Kolonisten van de Lage Landen",0,0,1,0
"Heroes of Normandie",0,1,0,0
"Aladdin's Dragons",1,0,0,0
"Triumvirate",1,0,0,0
"Pictureka! Card Game",1,0,0,0
"7",0,0,1,0
"Empires in America",1,0,0,0
"Cir*Kis",1,0,0,0
"Thunderstone",0,1,0,0
"Jaipur",1,0,0,0
"Battle Sheep",1,0,0,0
"Imperial 2030",0,0,1,0
"The d6 Shooters",1,0,0,0
"Chronicle",1,0,0,0
"Heroscape Master Set:  Battle for the Underdark",0,1,0,0
"Erosion",1,0,0,0
"Difference",1,0,0,0
"Nanuk",0,1,0,0
"Savannah Tails",1,0,0,0
"Space Hulk (third edition)",0,1,0,0
"Skyline 3000",0,1,0,0
"Lemming Mafia",1,0,0,0
"Scene It? The Simpsons Deluxe Edition",1,0,0,0
"Cyclades",0,0,1,0
"Luna Llena: Full Moon",0,0,1,0
"Bisikle",1,0,0,0
"Atlantis",0,1,0,0
"Ergo",0,1,0,0
"Maus au Chocolat",1,0,0,0
"Mr. Jack in New York",1,0,0,0
"MegaCorps",0,0,1,0
"Chaos Marauders (second edition)",1,0,0,0
"Shipyard",0,0,1,0
"Sneaks & Snitches",1,0,0,0
"Macao",0,0,1,0
"Panzer General: Allied Assault",0,1,0,0
"Kingdom Death: Monster",0,0,0,1
"Power Struggle",0,0,1,0
"Callisto: The Game",1,0,0,0
"Mister X",0,1,0,0
"Axis & Allies Pacific 1940",0,0,0,1
"Tarantel Tango",1,0,0,0
"Mosaix",1,0,0,0
"Ligretto Dice",1,0,0,0
"Namibia",0,0,1,0
"The Three Musketeers: The Queen's Pendants",0,1,0,0
"Albion",0,1,0,0
"Greed Incorporated",0,0,0,1
"Zombiaki II: Attack on Moscow",1,0,0,0
"Jungle Speed: Rabbids",1,0,0,0
"Spearpoint 1943",1,0,0,0
"Chez Cthulhu",0,1,0,0
"Multiplayer Pentago",1,0,0,0
"Parade",1,0,0,0
"Colonia",0,0,1,0
"BasketBoss",0,1,0,0
"Kuhhandel Master",0,1,0,0
"Train of Thought",1,0,0,0
"El Paso",0,1,0,0
"Arena: Roma II",0,1,0,0
"Pinguin-Party",1,0,0,0
"The Twelve Doctors: Doctor Who Card Game",1,0,0,0
"Kingpin",1,0,0,0
"Black Stories Real Crime Edition",1,0,0,0
"The Fires of Midway",0,1,0,0
"Infection Express",1,0,0,0
"Codeword Cromwell: The German Invasion of England, 8 June 1940",0,0,1,0
"Gonzaga",0,1,0,0
"Vampires of the Night",1,0,0,0
"The King Commands",1,0,0,0
"Catacombs",0,0,1,0
"Darwinci",0,1,0,0
"Time's Up! Edición Azul",0,1,0,0
"Filipino Fruit Market",1,0,0,0
"Forlorn: Hope",0,1,0,0
"Havana",0,1,0,0
"Boe Igrzysko",0,0,1,0
"Horse Fever",0,0,1,0
"Appletters",1,0,0,0
"Summoner Wars",0,1,0,0
"Langfinger",1,0,0,0
"Egizia",0,0,1,0
"Panic Tower!",1,0,0,0
"Cable Car",0,1,0,0
"Storm Over Dien Bien Phu",0,0,0,1
"Bugs",1,0,0,0
"Cardcassonne",0,1,0,0
"Alba Longa",0,0,1,0
"Wars of the Roses: Lancaster vs. York",0,0,0,1
"Bunny Bunny Moose Moose",1,0,0,0
"Sitting Ducks Deluxe",0,1,0,0
"Diego Drachenzahn",1,0,0,0
"Runewars",0,0,0,1
"Dark Darker Darkest",0,0,1,0
"Priests of Ra",0,1,0,0
"Battle Merchants",0,0,1,0
"Dungeons & Dragons: Castle Ravenloft Board Game",0,1,0,0
"Letters from Whitechapel",0,0,1,0
"Dakota",0,0,1,0
"A Week In Hell: The Battle of Hue",0,0,0,1
"Ants!",0,1,0,0
"Ugg-Tect",0,1,0,0
"Mummy's Treasure",1,0,0,0
"Pairs in Pears",1,0,0,0
"Rallyman",0,1,0,0
"Poo: The Card Game",1,0,0,0
"D-Day Dice: Free Trial Version",1,0,0,0
"Drakon (second edition)",0,1,0,0
"Kaigan",0,0,1,0
"Phase 10 Master",0,1,0,0
"Zombie State: Diplomacy of the Dead",0,0,0,1
"Unconditional Surrender! World War 2 in Europe",0,0,0,1
"Axis & Allies Europe 1940",0,0,0,1
"Disney Apples to Apples",1,0,0,0
"Río de la Plata",0,0,1,0
"Dominant Species",0,0,0,1
"Urban Sprawl",0,0,0,1
"Commands & Colors: Napoleonics",0,0,1,0
"Infidel",0,0,1,0
"Iron and Oak",0,0,1,0
"Labyrinth: The War on Terror, 2001 – ?",0,0,0,1
"Cornucopia",0,1,0,0
"Funglish",1,0,0,0
"Jump Gate",0,1,0,0
"Tumblin-Dice Medium",1,0,0,0
"JAB: Realtime Boxing",1,0,0,0
"The Barbarossa Campaign",0,1,0,0
"Leviathans",0,0,1,0
"Space Hulk (second edition)",0,0,1,0
"Undermining",0,1,0,0
"1817",0,0,0,1
"Three-Dragon Ante: Emperor's Gambit",1,0,0,0
"Anima: The Twilight of the Gods",0,1,0,0
"Chocolatl",0,1,0,0
"Lupus in Tabula",0,1,0,0
"Horus Heresy",0,0,0,1
"The Manhattan Project",0,0,1,0
"Jerusalem",0,0,1,0
"11 nimmt!",1,0,0,0
"Hotel Samoa",0,1,0,0
"The World Cup Card Game 2010",0,0,1,0
"Mr. Madison's War: The Incredible War of 1812",0,0,0,1
"Seeland",0,1,0,0
"Word on the Street Junior",1,0,0,0
"Irondale",1,0,0,0
"Shave a Sheep",1,0,0,0
"Pirate Plank",1,0,0,0
"Rowboat",0,1,0,0
"The Logo Board Game",0,1,0,0
"Richard Scarry's Busytown: Eye found it! Game",1,0,0,0
"SWAT!",1,0,0,0
"Wampum",0,1,0,0
"Schweinebande",1,0,0,0
"Moongha Invaders: Mad Scientists and Atomic Monsters Attack the Earth!",0,0,1,0
"Yahtzee Hands Down Card Game",1,0,0,0
"Formule Dé",0,0,1,0
"10 Days in the Americas",1,0,0,0
"Sorry! Revenge Card Game",1,0,0,0
"Asteroyds",1,0,0,0
"Road Kill Rally",0,0,1,0
"Forbidden Island",1,0,0,0
"Connect 4 (Revised Edition)",1,0,0,0
"Cyrano",0,1,0,0
"Tanto Cuore",0,1,0,0
"Napoleon's War:  The 100 Days",0,1,0,0
"Flash Duel",1,0,0,0
"Nuns on the Run",0,1,0,0
"Ablaze!",1,0,0,0
"Chaos",0,1,0,0
"Defenders of the Realm",0,0,1,0
