name,pelaajia1,pelaajia2,pelaajia3tai4,pelaajiaYli4
"Cardcassonne",0,1,1,1
"Alba Longa",0,1,1,0
"Wars of the Roses: Lancaster vs. York",0,1,1,0
"Bunny Bunny Moose Moose",0,0,1,1
"Sitting Ducks Deluxe",0,1,1,1
"Diego Drachenzahn",0,1,1,0
"Runewars",0,1,1,0
"Dark Darker Darkest",1,1,1,1
"Priests of Ra",0,1,1,1
"Battle Merchants",0,1,1,0
"Dungeons & Dragons: Castle Ravenloft Board Game",1,1,1,1
"Letters from Whitechapel",0,1,1,1
"Dakota",0,0,1,1
"A Week In Hell: The Battle of Hue",1,0,0,0
"Ants!",0,0,1,1
"Ugg-Tect",0,0,1,1
"Mummy's Treasure",0,1,1,0
"Pairs in Pears",0,0,0,0
"Rallyman",1,1,1,0
"Poo: The Card Game",0,0,1,1
"D-Day Dice: Free Trial Version",1,1,1,0
"Drakon (second edition)",0,0,1,1
"Kaigan",0,0,1,0
"Phase 10 Master",0,1,1,1
"Zombie State: Diplomacy of the Dead",0,1,1,1
"Unconditional Surrender! World War 2 in Europe",1,1,1,0
"Axis & Allies Europe 1940",0,1,1,1
"Disney Apples to Apples",0,0,1,1
"Río de la Plata",0,0,1,1
"Dominant Species",0,0,1,1
"Urban Sprawl",0,1,1,0
"Commands & Colors: Napoleonics",0,1,0,0
"Infidel",1,1,0,0
"Iron and Oak",0,0,0,0
"Labyrinth: The War on Terror, 2001 – ?",1,1,0,0
"Cornucopia",0,1,1,0
"Funglish",0,0,1,1
"Jump Gate",0,1,1,1
"Tumblin-Dice Medium",0,1,1,1
"JAB: Realtime Boxing",0,1,0,0
"The Barbarossa Campaign",1,0,0,0
"Leviathans",0,1,1,1
"Space Hulk (second edition)",0,1,0,0
"Undermining",0,1,1,1
"1817",0,0,1,1
"Three-Dragon Ante: Emperor's Gambit",0,0,1,1
"Anima: The Twilight of the Gods",0,1,1,1
"Chocolatl",0,0,1,1
"Lupus in Tabula",0,0,0,1
"Horus Heresy",0,1,0,0
"The Manhattan Project",0,1,1,1
"Jerusalem",0,0,1,0
"11 nimmt!",0,1,1,1
"Hotel Samoa",0,1,1,1
"The World Cup Card Game 2010",0,1,1,1
"Mr. Madison's War: The Incredible War of 1812",0,1,0,0
"Seeland",0,1,1,0
"Word on the Street Junior",0,0,1,1
"Irondale",0,1,1,0
"Shave a Sheep",0,1,1,0
"Pirate Plank",0,0,1,0
"Rowboat",0,1,1,0
"The Logo Board Game",0,0,1,1
"Richard Scarry's Busytown: Eye found it! Game",0,1,1,0
"SWAT!",0,0,1,1
"Wampum",0,0,1,1
"Schweinebande",0,1,1,1
"Moongha Invaders: Mad Scientists and Atomic Monsters Attack the Earth!",0,0,1,0
"Yahtzee Hands Down Card Game",0,0,1,1
"Formule Dé",0,1,1,0
"10 Days in the Americas",0,1,1,0
"Sorry! Revenge Card Game",0,0,1,0
"Asteroyds",1,1,1,1
"Road Kill Rally",0,0,1,1
"Forbidden Island",1,1,1,0
"Connect 4 (Revised Edition)",0,1,0,0
"Cyrano",0,0,1,1
"Tanto Cuore",0,1,1,0
"Napoleon's War:  The 100 Days",1,1,0,0
"Flash Duel",0,1,0,0
"Nuns on the Run",0,0,1,1
"Ablaze!",1,1,1,0
"Chaos",0,0,1,1
"Defenders of the Realm",1,1,1,0
"The Ares Project",0,1,1,0
"Sumo Ham Slam",0,1,1,0
"Hornet Leader: Carrier Air Operations",1,0,0,0
"Jäger und Sammler",0,1,1,0
"Hamunaptra: Aventures dans la Grande Pyramide",0,1,1,0
"Regatta",0,1,1,0
"Bumbesi",0,0,0,0
"Cthulhu Dice",0,1,1,1
"Masques",0,0,1,0
"London",0,1,1,0
"Dweebies",0,1,1,1
"Gettysburg",0,1,0,0
"Seven Card Samurai",0,1,1,1
"Age of Industry",0,0,1,1
"Mystery Express",0,0,1,1
"The Blitzkrieg Legend: The Battle for France, 1940",1,1,0,0
"Don Quixote",1,1,1,0
"Industry",0,0,1,0
"Pocket Battles: Elves vs. Orcs",0,1,0,0
"Keltis: Das Orakel",0,1,1,0
"Q•bitz",0,1,1,0
"Snapshot",0,1,1,1
"Zooloretto Junior",0,1,1,1
"Le Donjon de Naheulbeuk",0,0,1,1
"Mystery Rummy: Escape from Alcatraz",0,1,1,0
"Dragonheart",0,1,0,0
"New York",0,0,1,1
"It Happens..",0,0,1,1
"U-Build Monopoly",0,1,1,1
"Monopoly Revolution",0,0,1,1
"Samarkand: Routes to Riches",0,1,1,1
"Galapagos",0,0,0,0
"Dungeons & Dragons: Wrath of Ashardalon Board Game",1,1,1,1
"Glen More",0,1,1,1
"Dungeon Run",0,1,1,1
"Souvlaki Wars",0,0,1,0
"Mad Zeppelin",0,0,1,1
"The Speicherstadt",0,0,1,1
"Queen's Ransom",0,1,1,1
"The Red Dragon Inn 3",0,1,1,0
"GOSU",0,1,1,0
"Wits & Wagers Family",0,0,1,1
"Navegador",0,1,1,1
"Just4Fun Colours",0,1,1,0
"Two by Two",0,1,1,0
"Titania",0,1,1,0
"Recicle: Tempos de Crise",0,1,1,0
"Space Infantry",1,0,0,0
"Heckmeck Junior",0,1,1,1
"Heckmeck Barbecue",0,1,1,1
"Kraken-Alarm",0,1,1,0
"1862: Railway Mania in the Eastern Counties",0,1,1,1
"Safranito",0,1,1,0
"Schlag den Raab: Das Spiel",0,1,1,1
"The Dark Valley",1,1,0,0
"American Carrom",0,1,1,0
"Boomerang",0,0,1,1
"VeloCity",0,0,1,1
"Charly",0,1,1,1
"Tank on Tank",1,1,0,0
"Ultimate Werewolf: Compact Edition",0,0,0,0
"Water Lily",0,1,1,0
"Tikal II: The Lost Temple",0,1,1,0
"PIX",0,0,1,1
"Sobek",0,1,1,0
"Catan Histories: Settlers of America – Trails to Rails",0,0,1,0
"Warmachine Prime Mk II",0,1,1,0
"Armorica",0,1,1,0
"Hey Waiter!",0,1,1,0
"Rails of New England",0,1,1,1
"Harry Potter Hogwarts",0,1,1,0
"Caveman Curling",0,1,1,1
"Bubble Talk",0,0,1,1
"Battles of Westeros",0,1,0,0
"Die Säulen der Erde: das Kartenspiel",0,0,1,0
"D-Day at Tarawa",1,0,0,0
"Way of the Dragon",0,1,1,0
"Scrabble Flash",1,1,1,0
"Offerings",0,0,1,1
"Anomia",0,0,1,1
"Dungeon Crawler",1,1,1,1
"Lords of Scotland",0,1,1,1
"Mini FITS",1,1,1,0
"Colonialism",0,1,1,0
"The Message",0,0,0,1
"Puzzle Strike",0,1,1,0
"Workshop of the World",0,0,1,1
"Conflict of Heroes: Guadalcanal – The Pacific 1942",1,1,0,0
"Gold Mine",0,1,1,1
"Isla Dorada",0,0,1,1
"Toe-to-Toe Nu'klr Combat with the Rooskies",1,0,0,0
"Levée en Masse",1,0,0,0
"Fabula",0,0,1,1
"Railways of the World: The Card Game",0,1,1,0
"The Mines of Zavandor",0,0,1,0
"Objective: Kiev",1,1,0,0
"FAB: Sicily",0,1,0,0
"No Retreat! The Russian Front",1,1,0,0
"Tell Tale",0,0,1,1
"Eminent Domain",0,1,1,0
"7 Wonders",0,0,1,1
"Popular Front",0,1,1,1
"12 Realms",0,1,1,0
"Enemy Action: Ardennes",1,1,0,0
"Tanto Cuore: Expanding the House",0,1,1,0
"Boots on the Ground",1,1,1,0
"Aether",0,1,1,0
"Toledo 1085",0,1,1,0
"Cadwallon: City of Thieves",0,1,1,0
"Next War: Korea",0,1,0,0
"Bloody April, 1917: Air War Over Arras, France",1,1,0,0
"Operation Dauntless: The Battles for Fontenay and Rauray, France, June 1944",1,1,0,0
"Nuklear Winter '68",1,1,1,0
"IRONDIE",0,1,0,0
"Perpetual-Motion Machine",0,1,1,0
"Kalua",0,0,1,1
"Panic Station",0,0,0,1
"Buzz It!",0,0,1,1
"Get Nuts",0,0,1,1
"1880: China",0,0,1,1
"Phase 10: Das Brettspiel",0,0,1,1
"Polis: Fight for the Hegemony",0,1,0,0
"Aliens: This Time It's War",0,1,0,0
"Arriala: Canal de Garonne",0,1,1,0
"Ora et Labora",1,1,1,0
"King of Tokyo",0,0,1,1
"Duel of the Giants: Eastern Front",0,1,1,0
"Luna",1,1,1,0
"Cruel Necessity",1,0,0,0
"Rockband Manager",0,0,1,1
"Takenoko",0,1,1,0
"Evolution: The Origin of Species",0,1,1,0
"DungeonQuest (third edition)",1,1,1,0
"Expedition: Northwest Passage",0,1,1,0
"Hornet",0,0,1,1
"Charon Inc.",0,0,1,1
"Wok Star",0,1,1,0
"After Pablo",0,0,1,0
"Back to the Future: The Card Game",0,1,1,1
"Space Hulk: Death Angel – The Card Game",1,1,1,1
"Onirim",1,1,0,0
"The Hunger Games: Training Days",0,0,1,1
"Conquest of Planet Earth: The Space Alien Game",1,1,1,0
"Na Grunwald: rycerze króla Jagiey",0,1,1,0
"Castaways",1,1,1,0
"Crows",0,1,1,0
"Eclipse",0,1,1,1
"Caravelas",0,1,1,0
"Dragon Rampage",0,0,1,1
"Alien Uprising",1,1,1,1
"CO",1,1,1,0
"Bridgetown Races",0,1,1,0
"Toscana",0,0,1,1
"Totemo",1,1,1,0
"Mr. Jack Pocket",0,1,0,0
"The Networks",1,1,1,1
"Braggart",0,0,1,1
"Trivial Pursuit: Bet You Know It",0,1,1,1
"Trollhalla",0,1,1,0
"Heroes of Graxia",0,1,1,0
"Exile Sun",0,1,1,1
"Perplexus",1,0,0,0
"Mijnlieff",0,1,0,0
"SmileyFace",0,0,1,1
"Battle for Stalingrad",1,1,0,0
"RoadZters",0,1,1,0
"Saustall",0,1,1,0
"Barbarossa",0,1,1,1
"Kill the Overlord",0,0,0,1
"Asara",0,1,1,0
"Olympus",0,0,1,1
"Earth Reborn",0,1,1,0
"Hecho",0,0,1,1
"Elements",0,1,0,0
"Magnum Sal",0,1,1,0
"51st State",0,1,1,0
"Troyes",0,1,1,0
"Pirates vs. Dinosaurs",0,1,1,0
"Pirate Fluxx",0,1,1,1
"Tadaaam!",0,0,1,1
"Porto Carthago",0,0,1,0
"Expedition Sumatra",0,1,1,0
"Cabo",0,0,1,1
"K2",1,1,1,1
"Grimoire",0,0,1,1
"Der Pate",0,1,1,0
"Fictionaire",0,0,1,1
"Rolling Freight",0,1,1,0
"Norenberc",0,1,1,0
"De Vulgari Eloquentia",0,1,1,1
"Grand Cru",0,0,1,1
"Utopia Engine",1,0,0,0
"Target Earth",1,1,1,0
"Paris Connection",0,0,1,1
"Texas & Pacific",0,1,1,0
"Master of Economy",0,1,1,0
"Tanto Cuore: Romantic Vacation",0,1,1,0
"Firenze",0,1,1,0
"Inca Empire",0,0,1,0
"Shipwrights of the North Sea",0,1,1,1
"The Phantom League",0,0,1,1
"Mai-Star",0,0,1,0
"The Thing",0,1,1,0
"Pictionary Card Game",0,1,0,0
"Revolver",0,1,0,0
"RRR",0,1,0,0
"Blockade Runner",0,0,1,1
"Eaten by Zombies!",0,1,1,0
"Poseidon",0,1,1,1
"Bismarck (second edition)",0,1,0,0
"Those Pesky Humans!",0,1,1,0
"Five Fingered Severance",0,0,1,1
"Expedition: Congo River 1884",0,1,1,0
"String Railway",0,1,1,1
"The Kingdoms of Crusaders",0,1,0,0
"Launch Pad",0,1,1,0
"Last Call: The Bartender Game",0,1,1,1
"Khan",0,1,1,0
"For Crown & Kingdom",0,1,1,0
"Cat & Chocolate",0,0,1,1
"Loch Ness",0,0,1,1
"Sid Meier's Civilization: The Board Game",0,1,1,0
"The Lord of the Rings: The Card Game",1,1,0,0
"Key Market",0,1,1,0
"Mousquetaires du Roy",1,1,1,1
"Hex Hex XL",0,0,1,1
"Wrong Chemistry",0,1,1,0
"Resident Evil Deck Building Game",1,1,1,0
"Star Trek: Fleet Captains",0,1,1,0
"Star Trek: Expeditions",1,1,1,0
"Era of Inventions",0,0,1,0
"Zombie Survival: The Board Game",0,1,1,0
"A Few Acres of Snow",0,1,0,0
"Mord im Arosa",0,0,1,1
"Antics!",0,1,1,0
"Dungeon Raiders",0,0,1,1
"MUNERA: Familia Gladiatoria",0,0,1,0
"4 Monkeys",0,1,1,0
"Sandwich",0,0,1,1
"Cité",0,0,1,0
"Ranking",0,0,1,1
"Fortuna",0,1,1,0
"Stich-Meister",0,0,1,1
"Famiglia",0,1,0,0
"Quest: A Time of Heroes",0,1,1,1
"Florenza",0,1,1,0
"Trigger!",0,0,1,1
"Escape from the Aliens in Outer Space",0,0,1,1
"Trivial Pursuit Steal Card Game",0,0,1,1
"Xia: Legends of a Drift System",0,0,1,0
"Railroad Barons",0,1,0,0
"Genesis",0,1,1,1
"Friesematenten",0,1,1,0
"Summoner Wars: Guild Dwarves vs Cave Goblins",0,1,1,0
"Summoner Wars: Phoenix Elves vs Tundra Orcs",0,1,0,0
"Bangkok Klongs",0,1,1,0
"King's Vineyard",0,1,1,0
"Dive! Diver! Die!",0,0,0,0
"Cranium Scribblish",0,0,0,1
"Funfair",0,0,1,1
"Konexi",0,1,1,0
"1655: Habemus Papam",0,0,1,0
"Leader 1: Hell of the North",1,1,1,1
"1955: The War of Espionage",0,1,0,0
"303",0,1,0,0
"Voll in Fahrt",0,1,1,0
"Ghost Blitz",0,1,1,1
"Pig 10",0,1,1,1
"Yin Yang",0,0,1,1
"Mansions of Madness",0,1,1,1
"The Hobbit",0,1,1,1
"First Train to Nuremberg",0,1,1,0
"Strike of the Eagle",0,1,1,0
"Scattergories Categories",1,1,1,0
"Junta: Viva el Presidente!",0,0,1,1
"Space Empires: 4X",1,1,1,0
"Animal Upon Animal: Balancing Bridge",0,1,1,0
"Ottoman Sunset",1,0,0,0
"Fürstenfeld",0,1,1,1
"Kissenschlacht",0,1,1,0
"Doggie Doo",0,1,1,0
"Sun, Sea & Sand",0,1,1,1
"Felinia",0,1,1,0
"The Castles of Burgundy",0,1,1,0
"Cave Evil",0,1,1,0
"We Must Tell the Emperor",1,0,0,0
"The Boss",0,1,1,0
"20th Century",0,0,1,1
"Travel Blog",0,0,1,1
"U-Boat Leader",1,0,0,0
"Kings of War",0,0,0,0
"Loch Ness",0,1,1,1
"Magician's Kitchen",0,1,1,0
"The Dwarf King",0,0,1,1
"Timeline: Inventions",0,1,1,1
"Kolejka",0,0,1,1
"Antigua",0,0,1,0
"Adlung Land",0,1,1,0
"The Last Banquet",0,0,0,1
"La Bataille de la Moscowa (third edition)",0,1,1,1
"Passing Shot",0,1,0,0
"Panzer (second edition)",1,1,1,0
"Octopus' Garden",0,0,1,0
"Thunderstone: Dragonspire",1,1,1,0
"5 Second Rule",0,0,1,1
"Barons",0,1,1,1
"Reverse Charades",0,0,0,1
"Genesis: Empires and Kingdoms of the Ancient Middle East",1,1,1,1
"Drum Roll",0,1,1,0
"Discover India",0,0,0,0
"Cornerstone Essential",0,1,1,0
"Medieval Mastery",0,1,1,1
"Munchkin Zombies",0,0,1,1
"Vintage",0,0,1,0
"ScrumBrawl",0,1,1,0
"Dragon Valley",0,1,1,0
"Escape of the Dead Minigame",1,0,0,0
"Kingdom of Solomon",0,1,1,0
"Prêt-à-Porter",0,1,1,0
"Take It or Leave It",0,1,1,1
"Trivial Pursuit: Master Edition",0,1,1,1
"1865: Sardinia",0,1,1,0
"Briefcase",0,1,1,0
"Time's Up! Family",0,0,1,1
"Stomple",0,1,1,1
"Autokrator",0,1,1,0
"Crappy Birthday",0,0,1,1
"Astra Titanus",1,0,0,0
"Nightfall",0,1,1,1
"Repello",0,1,1,0
"Chicken Caesar",0,0,1,1
"Bullfrog Goldfield",0,0,1,1
"Eruption",0,1,1,1
"The Game of Life: Adventures Card Game",0,1,1,0
"Battle Cry: 150th Civil War Anniversary Edition",0,1,0,0
"Roads to Moscow: Battles of Mozhaysk and Mtsensk, 1941",1,1,0,0
"Clue Suspect",0,0,1,0
"Palenque",0,1,1,1
"Godzilla: Stomp!",0,1,1,1
"Name 5",0,0,0,0
"Tomorrow",0,0,1,1
"Big Five",0,1,1,0
"BattleCON: War of Indines",0,1,1,0
"Rory's Story Cubes: Actions",0,1,1,1
"BITS",1,1,1,0
"RoboDerby: Express",0,1,0,0
"Off the Dead: Chapitre 1 – Morts à Venice Beach",1,1,1,0
"Faux•Cabulary",0,0,1,1
"Run, Fight, or Die!",1,1,1,0
"Jasper and Zot",1,0,0,0
"Mount Drago",0,1,1,1
"Ramses Return",0,0,0,0
"Offboard",0,1,0,0
"Carcassonne: The Dice Game",0,1,1,0
"Ninjago: The Board Game",0,0,0,0
"Angry Birds: Knock on Wood",0,1,1,0
"Bugs & Co",0,1,1,1
"Eselsbrücke",0,0,1,1
"Pergamon",0,1,1,0
"Principato",0,1,1,0
"Eleminis",0,0,1,1
"Blood Bowl: Team Manager – The Card Game",0,1,1,0
"The Secret of Monte Cristo",0,1,1,0
"Cargo Noir",0,1,1,1
"Airlines Europe",0,1,1,1
"Gold!",0,1,1,0
"Pelican Cove",1,1,1,1
"Phantom Fury",1,0,0,0
"Khet 2.0",0,1,0,0
"Venture Forth",0,1,1,0
"Andean Abyss",1,1,1,0
"Ristorante Italia",0,1,1,1
"Discworld: Ankh-Morpork",0,1,1,0
"Map It! World Edition",0,1,1,1
"Schwarz Rot Gelb",0,0,1,1
"Rhino Hero",0,1,1,1
"Mondo",1,1,1,0
"Struggle for Catan",0,1,1,0
"Quarriors!",0,1,1,0
"Pastiche",0,1,1,0
"Crossboule",0,1,1,1
"Avanti",0,0,1,1
"Da ist der Wurm drin",0,1,1,0
"Pamplona: Viva San Fermín!",0,0,1,0
"Resident Evil Deck Building Game: Alliance",1,1,1,0
"City Square Off",0,1,0,0
"Dungeons & Dragons: The Legend of Drizzt Board Game",1,1,1,1
"Strasbourg",0,0,1,1
"Québec",0,0,1,1
"Dungeons & Dragons: Conquest of Nerath Board Game",0,1,1,0
"Pointless: The Board Game",0,1,1,0
"Atlantis Rising",1,1,1,1
"Super Dungeon Explore",0,1,1,1
"Olympos",0,1,1,1
"Amateurs to Arms!",0,1,0,0
"Skull",0,0,1,1
"Pass the Pigs: Pig Party Edition",0,1,1,0
"Djam",0,1,1,1
"Artus",0,1,1,0
"Schnappt Hubi!",1,1,1,0
"Hegemonic",0,1,1,1
"Guards! Guards! A Discworld Boardgame",0,1,1,1
"Dixit Odyssey",0,0,1,1
"Say Anything Family Edition",0,1,1,1
"Jurassik",0,1,1,0
"Schlacht am Buffet",0,0,1,1
"Tetris Link",0,0,1,0
"011",0,0,1,1
"Summoner Wars: Master Set",0,1,1,0
"Paperclip Railways",0,0,1,0
"Giza: The Great Pyramid",0,0,1,0
"Battleship Galaxies",0,1,1,0
"Five Points: Gangs of New York",0,0,1,1
"Urbania",0,1,1,0
"Whitewater",0,1,1,1
"Rocket Jockey",0,1,1,0
"The Sneaky Snacky Squirrel Game",0,0,1,0
"Black Gold",0,0,1,1
"Volle Scholle",0,0,1,0
"War of Honor",0,0,1,0
"Grave Business",0,0,1,0
"Nile DeLuxor",0,1,1,1
"Omen: A Reign of War",0,1,0,0
"1812: The Invasion of Canada",0,1,1,1
"Warparty",0,1,1,0
"Legions of Darkness",1,0,0,0
"Rune Age",1,1,1,0
"Sultans of Karaya",0,0,0,1
"Urbion",1,1,0,0
"It Never Snows",0,1,0,0
"Pantheon",0,1,1,0
"Hoot Owl Hoot!",0,1,1,0
"The Big Idea",0,0,1,1
"Heroica: Fortaan",0,1,1,0
"Heroica: Draida",0,1,0,0
"Heroica: Waldurk",0,1,1,0
"Heroica: Nathuz",0,1,1,0
"Scotland Yard: Die Jagd nach Mister X",0,1,1,0
"Kabaleo",0,1,1,0
"Munchkin Axe Cop",0,1,1,1
"Fortune and Glory: The Cliffhanger Game",1,1,1,1
"1st & Goal",0,1,0,0
"Cthulhu Gloom",0,1,1,1
"Cubulus",0,1,1,0
"Tem-Purr-A",0,0,1,1
"Fame Us",0,0,1,1
"Madeira",0,1,1,0
"Killer Bunnies and the Conquest of the Magic Carrot",0,0,1,1
"Mammut",0,0,1,1
"The Impossible Machine",0,0,1,1
"The New Era",0,1,1,0
"18OE: On the Rails of the Orient Express",0,0,1,1
"Nightfall: Martial Law",0,1,1,1
"Nuts!",0,0,1,1
"Dominant Species: The Card Game",0,0,1,1
"Black Stories Funny Death Edition",0,1,1,1
"Alcatraz: The Scapegoat",0,0,1,0
"Fealty",0,1,1,0
"Deadwood",0,0,1,1
"CardFight!! Vanguard",0,1,0,0
"The Road to Canterbury",0,1,1,0
"Mage Knight Board Game",1,1,1,0
"Cherokee",0,0,1,0
"Dark Minions",0,0,1,1
"Dungeon Petz",0,1,1,0
"Upon a Salty Ocean",0,0,1,0
"Sunrise City",0,1,1,0
"Space Maze",0,1,1,0
"Small World Underground",0,1,1,1
"Penny Arcade: The Game – Gamers vs. Evil",0,1,1,0
"Sanitarium",1,1,1,0
"Wiraqocha",0,1,1,0
"Terror in Meeple City",0,1,1,0
"Bios: Megafauna",1,1,1,0
"Lyssan",0,1,1,0
"Sake & Samurai",0,0,1,1
"Seven Dragons",0,1,1,1
"Monster Trap",1,0,1,0
"Labyrinth: The Paths of Destiny",0,0,1,1
"Redakai",0,1,0,0
"Pictomania",0,0,1,1
"Star Trek Deck Building Game: The Next Generation",0,1,1,1
"The Adventurers: The Pyramid of Horus",0,1,1,1
"Empires of the Void",0,1,1,0
"Core Worlds",0,1,1,0
"Dark Horse",0,1,1,0
"Strain",0,0,1,1
"Disney Pixar Cars 2 Sorry Sliders: World Grand Prix Race Edition",0,1,1,0
"Byzantio",0,0,1,0
"Test of Fire: Bull Run 1861",0,1,0,0
"Bios: Genesis",1,1,1,0
"Rogue Agent",0,0,1,0
"Divided Republic",0,0,1,0
"The Walking Dead Board Game",0,1,1,0
"Bears!",0,1,1,0
"Food Fight",0,0,1,1
"The Walking Dead: The Board Game",0,0,1,1
"Dawn of the Zeds (First edition)",1,0,0,0
"2019: The ARCTIC",0,0,1,0
"Swish",1,1,1,1
"Hike",0,0,1,1
"Feudality",0,1,1,1
"Stonewall Jackson's Way II",1,1,0,0
"Colonial: Europe's Empires Overseas",0,0,1,1
"Rumble in the House",0,0,1,1
"Banjooli Xeet",0,0,1,1
"Mare Balticum",0,1,1,1
"Rolling Stock",0,0,1,1
"Swinging Jivecat Voodoo Lounge",0,0,1,1
"Arcanum",0,0,1,1
"Lupin the 3rd",0,0,1,1
"Road to Enlightenment",0,0,1,1
"Pizza Theory",0,0,1,0
"Martian Dice",0,1,1,1
"Timeline: Discoveries",0,1,1,1
"Hero of Weehawken",1,0,0,0
"Seven Sisters",0,0,1,1
"Elder Sign",1,1,1,0
"String Railway: Transport",0,1,1,1
"Ultimate Warriorz",0,0,1,1
"My Happy Farm",0,1,1,0
"Flash Point: Fire Rescue",1,1,1,1
"Ninja: Legend of the Scorpion Clan",0,1,1,0
"PAX",1,1,1,0
"Saints in Armor",1,1,0,0
"Terra Evolution",0,1,1,0
"Mage Wars Arena",0,1,0,0
"Angry Birds: The Card Game",0,1,1,1
"D-Day Dice",1,1,1,0
"Dust Tactics: Revised Core Set",0,1,1,0
"SUTAKKU",1,1,1,1
"Saga",0,1,1,0
"Sergeants Miniatures Game: Day of Days",0,1,1,1
"Carnival",0,1,1,0
"Storm the Castle!",0,1,1,0
"Star Fluxx",0,1,1,1
"Race to Adventure: The Spirit of the Century Exploration Game",0,1,1,1
"Perplexus Epic",1,0,0,0
"NOIR: Deductive Mystery Game",0,1,1,1
"In a Grove",0,0,1,0
"Connect 4 Launchers",0,0,0,0
"Drako",0,1,0,0
"Navajo Wars",1,1,0,0
"Dungeon Fighter",0,1,1,1
"Shitenno",0,1,1,0
"Sentinels of the Multiverse",0,1,1,1
"Trajan",0,1,1,0
"21 Mutinies Arrr! Edition",0,0,1,1
"Villagers & Villains",1,1,1,1
"Zero",0,0,1,1
"Caverna: The Cave Farmers",1,1,1,1
"Lost Temple",0,0,1,1
"Farmageddon",0,1,1,0
"Sewer Pirats",0,1,1,0
"Trophy Buck",0,1,1,1
"Carnac",0,1,0,0
"Catan Histories: Merchants of Europe",0,0,1,0
"Helvetia",0,1,1,0
"Rapa Nui",0,1,1,0
"The Gnomes of Zavandor",0,1,1,0
"Walnut Grove",1,1,1,0
"Pergamemnon",0,1,1,1
"Singapore",0,1,1,0
"Awkward Family Photos",0,0,0,0
"Reluctant Enemies",0,0,0,0
"A Game of Thrones: The Board Game (Second Edition)",0,0,1,1
"Epigo",0,1,1,0
"Risk: Metal Gear Solid",0,0,1,1
"Die Brücke am Rio D'Oro",0,1,1,0
"The City",0,1,1,1
"23",0,0,1,0
"VivaJava: The Coffee Game",0,0,1,1
"O Vale dos Monstros",0,0,1,1
"Dust Warfare: Core Rulebook",0,1,1,0
"Mundus Novus",0,1,1,1
"The Lord of the Rings: Nazgul",0,0,1,1
"Streams",1,1,1,1
"Casa Grande",0,0,1,0
"Star Wars: X-Wing Miniatures Game",0,1,0,0
"Star Wars: The Card Game",0,1,0,0
"Village",0,1,1,0
"Let's Take a Hike",0,0,1,1
"Descent: Journeys in the Dark (Second Edition)",0,1,1,1
"Sour Apples to Apples",0,0,1,1
"Meltdown 2020",0,0,1,1
"Santiago de Cuba",0,1,1,0
"Rex: Final Days of an Empire",0,0,1,1
"Bonbons",0,1,1,1
"TSCHAK!",0,1,1,0
"Pirates of Nassau",0,0,1,1
"The Blue Lion",0,1,0,0
"Spectaculum",0,1,1,0
"Steam Torpedo: First Contact",0,1,0,0
"Panic on Wall Street!",0,0,0,1
"Little Dead Riding Hood",0,1,1,1
"Castelli",0,1,1,0
"Robin Hood",0,0,1,1
"Lemonade Stand",0,1,1,0
"Wiz-War (eighth edition)",0,1,1,0
"Animal Upon Animal: Small and Yet Great!",0,1,0,0
"Antike Duellum",0,1,0,0
"City Tycoon",0,1,1,1
"Fleet Commander: Nimitz",1,0,0,0
"Tournay",0,1,1,0
"Risk Legacy",0,0,1,1
"MIL (1049)",0,0,1,1
"Space Mission",0,1,1,1
"Archipelago",0,1,1,1
"Mogel Motte",0,0,1,1
"Poseidon's Kingdom",0,1,1,0
"Di Renjie",0,1,1,0
"Hawaii",0,1,1,1
"Space Bastards",0,1,1,1
"Power Grid: The First Sparks",0,0,1,1
"Ooga Booga",0,0,1,1
"Coney Island",0,1,1,0
"Wings of Glory: WW2 Starter Set",0,1,1,0
"Stalag 17",0,1,1,1
"Flash Duel: Second Edition",1,1,1,1
"Evo (second edition)",0,0,1,1
"Help Me!",0,1,1,0
"Kabuki",0,1,1,1
"Kairo",0,1,1,0
"Master Merchant",0,0,1,0
"Catch a Falling Star",1,1,1,1
"Fief",0,0,1,1
"The Big Bang Theory: The Party Game",0,0,1,1
"Warriors & Traders",0,0,1,1
"Riichi Mahjong",0,1,1,0
"Nefarious",0,1,1,1
"Kalimambo",0,0,1,1
"Aquileia",0,0,1,1
"Might & Magic Heroes",0,1,1,0
"Space Station",0,1,1,1
"Super Showdown",0,1,0,0
"Wilderness",0,1,1,1
"Zpocalypse",0,1,1,0
"Tuareg",0,1,1,1
"The Mystery of the Templars",0,1,1,0
"Dreadfleet",0,1,1,0
"Seasons",0,1,1,0
"Dr. Shark",0,0,1,1
"Kulami",0,1,0,0
"Thunder Alley",0,1,1,1
"Sparta",0,1,0,0
"Wallenstein (second edition)",0,0,1,1
"Gunship: First Strike!",0,1,1,0
"Creatures: The Card Game",0,1,1,1
"Kanban: Automotive Revolution",0,1,1,0
"Sails of Glory",0,1,1,0
"A Fistful of Penguins",1,1,1,1
"Nova Cry",0,1,0,0
"World Conquerors",1,1,1,0
"Ocean Limbo",0,1,1,1
"Quarantine",0,0,1,0
"Garden Dice",0,1,1,0
"Sticky Stickz",0,1,1,1
"Miskatonic School for Girls",0,1,1,0
"Mutant Meeples",0,1,1,1
"Siberia",0,1,1,0
"Old Men of the Forest",0,0,1,0
"Among the Stars",0,1,1,0
"Zong Shi",0,0,1,1
"Lords of Waterdeep",0,1,1,1
