name,pelaajia1,pelaajia2,pelaajia3tai4,pelaajiaYli4
"Heartland",0,1,1,1
"Perry Rhodan: The Cosmic League",0,1,0,0
"E.T.I.: Estimated Time to Invasion",0,0,1,1
"Change Horses",0,1,1,1
"Hamburgum",0,1,1,1
"Quao",0,0,0,0
"Antler Island",0,1,1,0
"Apples to Apples: British Isles Edition",0,0,1,1
"Pandemic",1,1,1,0
"Eat Poop You Cat",0,0,0,1
"Monuments: Wonders of Antiquity",0,0,1,0
"Tammany Hall",0,0,1,1
"Rise of Empires",0,0,1,1
"Travel Carcassonne",0,1,1,0
"Make 'n' Break Extreme",1,1,1,0
"Surf's Up, Dude!",0,0,1,1
"Song of Blades and Heroes",1,1,1,0
"Thebes",0,1,1,0
"Power & Weakness",0,1,0,0
"Lascaux",0,0,1,1
"The Witcher: The Adventure Card Game",0,0,1,0
"Tribune: Primus Inter Pares",0,0,1,1
"Check Your 6!",0,1,1,1
"Confrontation: The Age of the Rag'Narok",0,1,0,0
"Micro Mutants: Evolution",0,1,1,0
"Easy School",0,0,1,1
"Medievalia",0,1,1,0
"Ming Dynasty",0,0,1,0
"Archaeology: The Card Game",0,1,1,0
"Ice Flow",0,1,1,0
"Are You Smarter Than a 5th Grader?",1,1,1,0
"Whack a Catgirl",0,0,1,1
"Agricola",1,1,1,1
"España 1936",0,1,0,0
"Dead End",0,1,0,0
"Jantaris",0,0,1,0
"Corunea",0,1,1,0
"Modern Society",0,0,1,0
"Im Reich der Jadegöttin",0,1,1,0
"Army of Frogs",0,1,1,0
"Ubongo Extreme",0,1,1,0
"Constantinopolis",0,1,1,1
"Oregon",0,1,1,0
"Slide 5",0,0,1,1
"Ziegen Kriegen",0,0,1,1
"Habitat",0,1,1,0
"Field of Glory",0,1,1,0
"Pow Wow",0,0,1,1
"Kleine Helden",0,1,1,1
"Wings of War: Deluxe Set",0,1,1,0
"Red Dragon Rising: The Coming War With China",1,1,0,0
"Middle-Earth Quest",0,1,1,0
"The Eye of Judgment",1,1,0,0
"Sultan",0,1,1,1
"Gangster",0,0,1,1
"League of Six",0,0,1,1
"Ticket to Ride: Nordic Countries",0,1,1,0
"Corps Command: Totensonntag",1,1,0,0
"Steam over Holland",0,1,1,0
"Chicago Express",0,0,1,1
"Utopia",0,1,1,0
"Battletech Introductory Box Set",0,1,1,1
"Crusade and Revolution: The Spanish Civil War, 1936-1939",0,1,0,0
"Wadi",0,1,1,0
"GUBS: A Game of Wit and Luck",0,1,1,1
"Master of Rules",0,0,1,1
"Black Box +",1,1,0,0
"AmuseAmaze",0,1,1,1
"Anno 1701: Das Brettspiel",0,0,1,0
"Munchkin Booty",0,0,1,1
"Scrabble Express",0,1,1,0
"A Victory Denied",1,1,0,0
"Abalone Quattro",0,1,1,0
"Burgoo",0,1,1,0
"TZAAR",0,1,0,0
"Forged in Steel",0,1,1,0
"Confucius",0,0,1,1
"Gumball Rally",0,0,1,1
"Monopoly: Electronic Banking",0,1,1,1
"The Circle",0,0,1,1
"Bobbin' Bumblebee",0,0,1,0
"Cro-Magnon",0,0,0,0
"Merchants",0,1,1,0
"Airships",0,1,1,0
"Felix: The Cat in the Sack",0,0,1,1
"Taktika",0,1,0,0
"Kazaam",0,1,1,1
"Trailer Park Wars",0,1,1,1
"Word Blur",0,0,1,1
"Down Under",0,1,1,0
"Borneo",0,0,1,1
"Darjeeling",0,0,1,1
"El Club de los Martes",0,0,1,1
"Saba: Palast der Königin",0,0,1,0
"Liebe & Intrige",0,1,1,0
"Caveman",0,1,1,1
"The Club",0,1,1,0
"Die Wiege der Renaissance",0,0,0,0
"Cockroach Salad",0,1,1,1
"Gipsy King",0,1,1,1
"Alles Kanone!",0,1,1,1
"Wiochmen 2",0,1,1,1
"Palastgeflüster",0,0,1,1
"1848: Australia",0,0,1,1
"Altamira",0,0,1,1
"Bezzerwizzer",0,0,1,0
"Kogworks",0,1,0,0
"Make You Gunfighters",0,0,1,1
"Mafia",0,0,0,1
"The Battle for Hill 218",0,1,0,0
"Murder City",0,1,1,1
"Wealth of Nations",0,0,1,1
"Monsterpocalypse",0,1,0,0
"Hero: Immortal King – The Lair of the Lich",1,1,0,0
"Hero: Immortal King – The Den of Dementia",1,1,0,0
"Hero: Immortal King – The Infernal Forge",1,1,0,0
"Scene It? Disney Second Edition",0,0,0,0
"Scene It? Movie Second Edition",0,1,1,1
"Black Stories Mystery Edition",0,1,1,1
"The Battle for Normandy",1,1,1,1
"Prawo Dungli",0,0,1,1
"Neue Heimat",0,0,1,0
"Hai-Alarm!!!",0,0,1,1
"Innsmouth Escape",0,0,1,1
"Axis Empires: Totaler Krieg!",1,1,1,0
"Axis Empires: Dai Senso!",1,1,0,0
"Tàin",0,1,1,0
"Saigo no Kane",0,1,1,0
"The Caucasus Campaign",1,1,0,0
"The Drive On Metz (second edition)",1,1,0,0
"Humans!!!",0,0,1,1
"Master Labyrinth",0,1,1,0
"Breakthrough: Cambrai",1,1,0,0
"Chabyrinthe",0,1,1,0
"Senji",0,0,1,1
"War",0,0,1,1
"Cranium WOW",0,0,1,1
"Wasabi!",0,1,1,0
"Burrows",0,1,1,1
"Magnet",0,1,0,0
"Middle Kingdom",0,1,1,1
"Endeavor",0,0,1,1
"Monastery",0,1,1,0
"Genji",0,0,1,1
"S'quarrels: A Game of Absolute Nuts",0,0,1,1
"Funkenschlag: EnBW",0,1,1,1
"The Red Dragon Inn 2",0,1,1,0
"Zombie in my Pocket",1,0,0,0
"Time's Up! Édition purple",0,0,1,1
"Mwahahaha!",0,0,1,1
"Say Anything",0,0,1,1
"Trivial Pursuit Deluxe",0,0,1,1
"Whoowasit?",1,1,1,0
"Battle Above the Clouds",1,1,0,0
"Tulipmania 1637",0,0,1,1
"Omega Centauri",1,1,1,0
"Panzer Grenadier: Elsenborn Ridge",1,1,0,0
"Killer Bunnies and the Journey to Jupiter",0,0,1,1
"Bacchus' Banquet",0,0,1,1
"Nightfighter",1,1,0,0
"Take the Train",0,0,1,1
"Code Omega",0,1,1,1
"Burgen Land",0,1,0,0
"Journey to the Center of the Earth",0,1,1,0
"Witch's Brew",0,0,1,1
"Tales of the Arabian Nights",0,1,1,0
"Ticket to Ride: The Card Game",0,1,1,0
"Grind",0,1,0,0
"Potion-Making: Practice",0,1,1,1
"Cartagena: Die Goldinsel",0,1,1,0
"Aquaretto",0,1,1,1
"Biblios",0,1,1,0
"Atoll",0,1,0,0
"Blox",0,1,1,0
"Deukalion",0,0,1,0
"Gisborne: Die ersten Kartographen",0,0,1,0
"Graffiti",0,0,0,1
"The Climbers",0,1,1,1
"Shanghaien",0,1,0,0
"Sorts",0,1,1,1
"Tiki Topple",0,1,1,0
"Go Nuts!",0,1,1,0
"Captain Clueless: Lost in the Caribbean",1,1,1,1
"World of Warcraft Miniatures Game",0,1,0,0
"Toledo",0,1,1,0
"New World: A Carcassonne Game",0,1,1,0
"Stone Age",0,1,1,0
"The Dungeon of D",1,0,0,0
"The Spanish Civil War 1936-1939",1,1,0,0
"Drachen Wurf",0,1,1,1
"Thor",0,1,1,1
"The Hanging Gardens",0,1,1,0
"Clue Express",0,0,0,0
"Battleship Express",0,1,1,0
"Pengoloo",0,1,1,0
"Ilium",0,1,1,0
"Wizard's Gambit",0,0,1,1
"Ventura",0,1,1,0
"Revolution!",0,0,1,0
"Backseat Drawing",0,0,1,1
"Double Shutter",0,0,0,0
"Ubongo: Duel",1,1,0,0
"Chaos Isle: Zombi Deck",1,0,1,1
"World at War: Blood and Bridges",1,1,0,0
"Axis & Allies Anniversary Edition",0,1,1,1
"Yetisburg: Titanic Battles in History, Vol. 1",0,1,0,0
"Globalissimo",0,1,1,1
"Likewise!",0,0,1,1
"Qubix",0,1,1,1
"Batavia",0,0,1,0
"Caledea: The Epic Strategy Game",0,1,1,1
"German Railways",0,0,1,1
"The Dutch Golden Age",0,1,1,0
"Im Reich der Wüstensöhne",0,1,1,0
"Kahmaté",0,1,0,0
"Battlefields of Olympus",0,1,0,0
"Sixis",0,1,1,0
"Hold the Line",1,1,0,0
"Field Commander: Alexander",1,0,0,0
"Martian Fluxx",0,1,1,1
"Bandits",0,0,1,1
"Salem",0,0,1,1
"Nations at War: White Star Rising",1,1,0,0
"Nefertiti",0,0,1,0
"Moto Grand Prix",1,1,1,1
"Triovision",1,1,1,1
"The Name of the Rose",0,0,1,1
"Fauna",0,1,1,1
"Ra: The Dice Game",0,1,1,0
"The Princess Bride: Storming the Castle",0,1,1,0
"Mini Make 'N' Break",0,1,1,0
"Tinners' Trail",0,0,1,0
"Strozzi",0,0,1,1
"Witchcraft",0,1,0,0
"Where There Is Discord: War in the South Atlantic",1,0,0,0
"Samurai: The Card Game",0,1,1,0
"Log Jam",1,1,1,0
"Caesar XL",0,1,0,0
"Bastogne: Screaming Eagles under Siege",1,1,0,0
"Le Havre",1,1,1,0
"Carpe Astra",0,1,1,0
"Sylla",0,1,1,0
"Climb!",1,1,1,1
"Lungarno",0,1,1,1
"Wild Vikings",0,0,1,1
"A Touch of Evil: The Supernatural Game",1,1,1,1
"Auf die Schätze, fertig, los!",0,1,1,0
"Day & Night",0,1,0,0
"duck! duck! Go!",0,1,1,1
"Toboggans of Doom",0,1,0,0
"Rorschach",0,0,1,1
"The Duke",0,1,0,0
"Israeli Independence",1,0,0,0
"No Question of Surrender",1,1,0,0
"Where Eagles Dare",0,1,0,0
"Down in Flames: Aces High",0,1,1,1
"Monty Python Fluxx",0,1,1,1
"Dust Tactics",0,1,1,0
"The Napoleonic Wars (Second Edition)",0,1,1,1
"The Guns of Gettysburg",0,1,0,0
"Gulf, Mobile & Ohio",0,1,1,1
"Crown of Roses",0,1,1,0
"Wings of War: Fire from the Sky",1,1,1,1
"2 de Mayo",0,1,0,0
"Castellers",0,1,1,0
"Time's Up! Title Recall!",0,0,1,1
"Ancient Battles Deluxe",1,1,0,0
"Serpents of the Seas",1,1,1,0
"Level Up",0,0,0,0
"Rice Wars",0,0,1,0
"Pyramid",0,0,1,1
"Aquarium",0,0,1,0
"Free Trader",1,0,0,0
"One More Barrel",0,0,1,1
"Bump in the Night",0,1,1,1
"Leader 1",0,1,1,1
"Black Sheep",0,1,1,0
"Jishaku",0,1,0,0
"The Princes of Machu Picchu",0,1,1,1
"Waterloo",0,1,0,0
"After the Flood",0,0,1,0
"Claustrophobia",0,1,0,0
"Red November",0,1,1,1
"All Things Zombie: The Boardgame",1,1,1,0
"Partini",0,0,0,0
"Ghost Stories",1,1,1,0
"Battlestar Galactica",0,0,1,1
"Pack & Stack",0,0,1,1
"Time's Up! Deluxe",0,0,1,1
"Dungeons & Dragons Miniatures Game (second edition)",0,1,0,0
"Sorry! Sliders",0,1,1,0
"Risk (Revised Edition)",0,0,1,1
"Court of the Medici",0,1,0,0
"Comuni",0,1,1,1
"The Uncharted Seas",0,1,1,0
"Yahtzee Free for All",0,1,1,1
"Decktet",0,0,0,0
"Halo Interactive Strategy Game",0,1,0,0
"Circus Maximus",0,0,1,1
"Cthulhu Rising",0,1,0,0
"Founding Fathers",0,0,1,1
"Robot Master",1,1,1,0
"Piece o' Cake",0,1,1,1
"Gem Dealer",0,0,1,1
"Roll Through the Ages: The Bronze Age",1,1,1,0
"Steel Driver",0,0,1,1
"Sushizock im Gockelwok",0,1,1,1
"Pala",0,0,1,1
"Kraków 1325 AD",0,0,1,0
"Clue: Discover the Secrets",0,0,1,1
"Apples to Apples to Go",0,0,1,1
"Looting London",0,1,1,1
"Haggis",0,1,1,0
"The Heavens of Olympus",0,0,1,1
"Hogwarts: House Cup Challenge",0,1,1,0
"The Stars Are Right",0,1,1,0
"Rock the Beat",0,0,1,1
"Boss Kito",0,0,1,1
"Cavum",0,1,1,0
"Master Builder",0,1,1,0
"Sutter's Mill",0,1,1,0
"Scallywags",0,1,1,0
"Incan Gold",0,0,1,1
"Magnifico",0,1,1,1
"Julius Caesar",0,1,0,0
"Formula D",0,0,1,1
"Firestorm Armada",0,1,1,0
"Diamonds Club",0,1,1,0
"Ascending Empires",0,1,1,0
"Jenga: Donkey Kong Collector's Edition",0,1,1,0
"God Dice",0,1,1,0
"Monkey Lab",0,1,1,0
"Trivial Pursuit: 25th Anniversary Edition",0,1,1,1
"Clue: Harry Potter Edition",0,0,1,1
"Byzanz",0,0,1,1
"Snow Tails",0,1,1,1
"Electronic Pictionary Man",0,0,1,1
"Phase 10 Twist",0,1,1,1
"Cheaty Mages!",0,0,1,1
"Herr der Ziegen",0,1,1,1
"Wolsung: The Boardgame",0,1,1,0
"Robotory",0,1,0,0
"Beep! Beep!",0,0,1,1
"God's Playground",0,0,1,0
"Start Player",0,1,1,1
"The Looney Bin",0,0,1,1
"Logan Stones",0,1,0,0
"Scene It? Seinfeld",0,0,1,1
"Ad Astra",0,0,1,1
"Scene It? Star Trek",0,0,0,0
"The 3 Commandments",0,0,1,1
"Days of Steam",0,1,1,0
"Los Banditos",0,1,0,0
"Exalted: Legacy of the Unconquered Sun",0,1,1,1
"Kakerlakensuppe",0,1,1,1
"War for Edaðh",1,1,1,0
"Sidibaba",0,0,1,1
"Cornerstone",0,1,1,0
"Timber Tom",0,1,1,0
"Space Alert",0,0,1,1
"Palago",0,1,0,0
"Corps Command: Dawn's Early Light",1,1,0,0
"22 Pommes",0,1,0,0
"Hurry'Cup!",0,0,1,1
"Witch of Salem",1,1,1,0
"Powerboats",0,1,1,1
"Kamisado",0,1,0,0
"Fast Flowing Forest Fellers",0,1,1,1
"Duck Dealer",0,1,1,0
"Pogs",0,0,0,0
"Cities",1,1,1,0
"Godzilla: Kaiju World Wars",0,1,1,0
"EVE: Conquests",0,1,1,0
"Bushido: Der Weg des Kriegers",0,0,1,1
"Time's Up! Edición Amarilla",0,0,1,1
"Normandy '44",1,1,1,0
"The Swarm",0,1,1,0
"Shuuro",0,1,0,0
"Ground Floor",0,1,1,1
"Heads of State",0,1,1,1
"Red Winter: The Soviet Attack at Tolvajärvi, Finland – 8-12 December 1939",1,1,0,0
"Uruk: Wiege der Zivilisation",0,1,1,0
"Rebel Raiders on the High Seas",1,1,0,0
"Settlers of Catan: Gallery Edition",0,1,1,0
"Conflict of Heroes: Storms of Steel! – Kursk 1943",1,1,1,0
"Strada Romana",0,0,1,1
"Giants",0,0,1,1
"Hab & Gut",0,0,1,1
"Jet Set",0,1,1,1
"Cambria",0,1,1,1
"No Retreat!",1,1,0,0
"Illusio",0,1,1,1
"Wind River",0,0,1,0
"Hooop!",0,1,1,0
"The God Kings: Warfare at the Dawn of Civilization, 1500 – 1260BC",0,1,1,0
"Amerigo",0,1,1,0
"Basilica",0,1,0,0
"Via Romana",0,1,1,0
"Córdoba",0,1,0,0
"Mecanisburgo",0,0,1,1
"Bobby Sitter",0,1,1,1
"Mow",0,0,1,1
"18NEB",0,1,1,0
"Royal Palace",0,1,1,0
"Washington's War",0,1,0,0
"Nothing Gained But Glory",1,1,0,0
"Professor Pünschge",0,0,1,1
"Heroes Of The World",0,1,1,1
"The Supreme Commander",0,1,1,0
"IGOR: The Monster Making Game",0,1,1,0
"Hoppladi Hopplada!",0,1,1,1
"Klickado",0,1,1,0
"Liberty Roads",1,1,0,0
"Click Clack Lumberjack",0,1,1,1
"Tier auf Tier: Das Duell",0,1,0,0
"Fighting Formations: Grossdeutschland Motorized Infantry Division",1,1,0,0
"Turandot",0,0,1,1
"Nemo's War",1,0,0,0
"Black Friday",0,1,1,1
"Pass the Popcorn! Game",0,0,1,1
"Baltic Gap",0,1,0,0
"Lakota",0,1,1,0
"Mégawatts",0,0,1,1
"Android",0,1,1,0
"Karelia '44",0,1,0,0
"Automobile",0,0,1,1
"Frontline: D-Day",1,1,1,0
"Talat",0,1,1,0
"Trivial Pursuit Digital Choice",0,1,1,1
"Cosmic Encounter",0,0,1,1
"ego",0,0,1,1
"Prolix",1,1,1,1
"At the Gates of Loyang",1,1,1,0
"Merkator",1,1,1,0
"Tien Zi Que",0,1,0,0
"Deadlands: The Battle for Slaughter Gulch",0,0,1,1
"Mountain of Inferno",0,1,1,0
"Qwirkle Cubes",0,1,1,0
"Sumeria",0,1,1,0
"Dixit",0,0,1,1
"Flapjacks and Sasquatches",0,1,1,1
"Guess Who? Extra",0,1,0,0
"Zombiegeddon",0,1,1,0
"Last Train to Wensleydale",0,0,1,0
"Chariots of Fire",1,1,0,0
"Legion of Honor",1,1,1,1
"A Game of Thrones: The Card Game",0,1,1,0
"Party Playoff",0,0,0,1
"Soviet Dawn",1,0,0,0
"Telepathy",0,1,1,0
"RAF: The Battle of Britain 1940",1,1,0,0
"Nile",0,1,1,0
"Bombay",0,0,1,1
"Einauge sei wachsam!",0,1,1,1
"Bridge Troll",0,0,1,1
"Long Shot",0,0,1,1
"Order Up",0,1,1,0
"Campaign Commander Volume I: Roads to Stalingrad",0,1,0,0
"Risk: Balance of Power",0,1,0,0
"Call of Cthulhu: The Card Game",0,1,0,0
"Masters of Venice",0,0,1,1
"Monopoly: Here and Now – The World Edition",0,1,1,1
"Maria",0,1,1,0
"Islas Canarias",0,1,1,1
"Masters Gallery",0,1,1,1
"FITS",1,1,1,0
"Monopoly Deal Card Game",0,1,1,1
"Martians!!!",0,0,1,1
"Der Palast von Eschnapur",0,1,1,0
"Malta!",0,1,1,1
"Maori",0,1,1,1
"Stratego (Revised Edition)",0,1,0,0
"Sector 41",0,1,1,0
"Livingstone",0,1,1,0
"Anima: Beyond Good and Evil",0,1,1,0
"Verflixxt! kompakt",0,1,1,0
"Birds on a Wire",0,1,1,1
"Scrabble Slam!",0,1,1,0
"Cosmic Encounter",0,0,1,1
"Cosmic Encounter",0,0,1,0
"Star Trek Customizable Card Game (Second Edition)",0,1,0,0
"Curling Table Game",0,1,1,0
"Rabbit Hunt",0,1,1,0
"Incursion",0,1,0,0
"Finca",0,1,1,0
"Bakong",0,1,1,1
"Risk: Halo Wars Collector's Edition",0,0,1,1
"Too Many Monkeys",0,1,1,1
"Ring-O Flamingo",0,1,1,0
"Cartagena: Die Meuterei",0,0,1,0
"Alea Iacta Est",0,1,1,1
"Montego Bay",0,1,1,0
"Clash of Cultures",0,1,1,0
"Valdora",0,0,1,1
"The Golden City",0,1,1,0
"Bürger, Baumeister & Co.",0,1,1,0
"Dice Town",0,0,1,1
"Miss Poutine",0,0,1,1
"Magestorm",0,1,0,0
"Cheese Chasers",1,1,1,0
"Genial Spezial",0,1,1,0
"The Pillars of the Earth: Builders Duel",0,1,0,0
"Keltis: Das Kartenspiel",0,1,1,0
"Dominion: Intrigue",0,1,1,0
"Krysis",0,1,1,0
"Battleship: The Tactical Combat Game",0,1,0,0
"Crunch: The Game for Utter Bankers",0,1,1,0
"Zoowaboo",0,1,1,0
"Hide the Kids!",0,0,1,1
"Nur die Ziege zählt",0,0,0,1
"6 nimmt! Junior",0,0,0,0
"Burg der 1000 Spiegel",0,1,1,0
"Word on the Street",0,1,1,1
"Vasco da Gama",0,1,1,0
"Keltis: Der Weg der Steine Mitbringspiel",0,1,1,0
"My First Carcassonne",0,1,1,0
"Sherwood Forest",0,0,1,1
"Galaxy's Edge",0,0,1,0
"Case Yellow, 1940: The German Blitzkrieg in the West",1,1,0,0
"Tokyo Train",0,0,1,1
"You Robot",0,0,1,1
"Virgin Queen",0,0,1,1
"Magnate",0,1,0,0
"Clue: Secrets & Spies",0,1,1,1
"King Philip's War",1,1,0,0
"The Resistance",0,0,0,1
"Pirate Versus Pirate",0,1,1,0
"Monopoly City",0,1,1,1
"Down in Flames: WWII-Guns Blazing",0,1,1,1
"Ramses Pyramid",0,0,1,0
"Ubongo Extrem: Mitbringspiel",1,1,1,0
"First Orchard",1,1,1,0
"Black Stories 4",0,0,1,1
"Scary Tales: Snow White vs. The Giant",0,1,0,0
"Zombie in my Pocket",1,1,1,1
"Band of Brothers: Screaming Eagles",1,1,0,0
"Giro d'Italia: The Game",1,1,1,1
"Phantom Leader",1,0,0,0
"Yamslam",1,1,1,0
"Are You the Traitor?",0,0,0,1
"The Great Fire of London 1666",0,0,1,1
"Schweinebammel",0,1,1,1
"FlipOut",0,1,1,1
"Struggle for the Galactic Empire",1,0,0,0
"Zulus on the Ramparts!",1,0,0,0
"Abandon Ship",0,0,1,1
"Sushi Roll!",0,0,1,1
"Adios Amigos",0,0,1,0
"American Rails",0,0,1,1
"Opus-Dei: Existence After Religion",0,1,1,1
"Fastrack",0,1,0,0
"Creationary",0,0,1,1
"Minotaurus",0,1,1,0
"Axis & Allies: 1942",0,1,1,1
"Trader",0,1,1,0
"Food Chain",0,1,1,0
"The Magic Labyrinth",0,1,1,0
"World at War: The Untold Stories",1,1,0,0
"Eurobusiness",0,1,1,1
"Vinhos",0,1,1,0
"Mixmo",0,1,1,1
"Fzzzt!",0,1,1,0
"Mob Ties: The Board Game",0,0,1,1
"Dungeon Twister 2: Prison",1,1,0,0
"Scary Tales: Little Red vs. Pinocchio",0,1,0,0
"Doctor Who: Solitaire Story Game",1,0,0,0
"Labyrinth: The Duel",0,1,0,0
"7 Ate 9",0,1,1,0
"Super Circles",0,1,1,0
"Tobago",0,1,1,0
"Martinique",0,1,0,0
"Wings of War: WW2 Deluxe set",1,1,1,0
"Pax Baltica",1,1,0,0
"Space Pirates",0,1,1,0
"Inquisitio",0,0,1,1
"Batt'l Kha'os",0,1,0,0
"Rattus",0,0,1,0
"Lost Cities: The Board Game",0,1,1,0
"Pony Express",0,0,1,1
"The Hell of Stalingrad",1,1,1,0
"Dune Express",0,0,1,0
"Airborne In Your Pocket: Free Trial Version",1,1,0,0
"Field Commander: Napoleon",1,0,0,0
"Connect 4x4",0,1,1,0
"Hibernia",0,0,1,0
"RÖK",0,1,1,1
"Arcane Legions",0,1,1,1
"Lock 'n Load: Heroes of the Gap",1,1,0,0
"Opera",0,1,1,0
"Gears of War: The Board Game",1,1,1,0
"The Isle of Doctor Necreaux",0,1,1,1
"Pocket Battles: Celts vs. Romans",0,1,0,0
"Peloponnes",1,1,1,1
"UNO Moo!",0,1,1,0
"Martian Rails",0,1,1,0
"Invasion from Outer Space: The Martian Game",0,1,1,1
"Pressure Matrix",0,1,1,1
"Hagoth: Builder of Ships",0,1,1,0
"Myth: Pantheons",0,0,1,1
"Hansa Teutonica",0,0,1,1
"Yomi",0,1,0,0
"Chaos in the Old World",0,0,1,0
"Chunky Fighters",0,1,1,1
"Assyria",0,1,1,0
"Scrappers",0,0,1,0
"Caesar's Gallic War",1,1,0,0
"The BoardGameGeek Game",0,0,1,1
"Pocket Rockets",0,1,1,0
"Baltimore & Ohio",0,0,1,1
"Tomb: Cryptmaster",0,1,1,0
"Kansas Pacific",0,0,1,1
"Castle Panic",1,1,1,1
"Germantown",1,1,0,0
"World Without End",0,1,1,0
"Party Alias",0,0,1,1
"Friday",1,0,0,0
"Monster Chase",1,1,1,1
"Delve: The Dice Game",1,0,0,0
"The Adventurers: The Temple of Chac",0,1,1,1
"Trivial Pursuit: Team Edition",0,0,1,1
"Power Grid: Factory Manager",0,1,1,1
"Ninja Burger: Secret Ninja Death Touch Edition",0,1,1,1
"Beer & Pretzels",0,0,1,1
"Who Would Win",0,0,1,1
"Agricola Express",1,1,1,0
"Arcana",0,1,1,0
"Alcazar",0,0,1,0
"Stronghold",0,1,1,0
"A Brief History of the World",0,0,1,1
"Time's Up! Academy",0,0,1,1
"Telestrations",0,0,0,1
"Campaign Manager 2008",0,1,0,0
"Warlords of Europe",0,1,1,0
"High Noon Saloon",0,0,1,1
"Ubongo 3D",1,1,1,0
"Schinderhannes",1,1,1,0
"Nostra City",0,0,1,1
"The Red Dragon Inn: Gambling? I'm In!",0,0,1,1
"Ratuki",0,1,1,1
"Pirate Code",0,1,1,0
"Race 3000",0,0,1,0
"Lava Dragon",0,1,1,0
"Monster 4",0,1,1,0
"Magikus",0,0,1,0
"Robo Champ",0,1,1,0
"Rush n' Crush",0,0,1,1
"Infinite City",0,1,1,0
"Square Shooters",0,1,1,1
"Gambit 7",0,0,1,1
"Win, Lose, or Banana",0,0,1,0
"Shootin' Ladders: Frag Fest",0,1,1,1
"Warhammer: Invasion",0,1,0,0
"Yikerz!",1,1,1,0
"Killer Bunnies REMIX",0,1,1,1
"Wazabi",0,0,1,1
"Kraby",0,1,1,0
"Battle for Moscow (second edition)",1,1,0,0
"Penny Arcade: The Card Game",0,1,0,0
"Cards Against Humanity",0,0,1,1
"Risiko! Prestige",0,0,0,0
"Belfort",0,0,1,1
"Ninjato",0,1,1,0
"Le Boomb!",0,1,1,1
"Caligula",0,0,1,1
"NichtLustig: Labor Chaos",0,0,1,1
"Adaptoid",0,1,0,0
"Malifaux",0,1,0,0
"Legacy: The Testament of Duke de Crecy",1,1,1,0
"Mali Powstacy: Warszawa 1944",0,1,1,0
"De Kolonisten van de Lage Landen",0,0,1,1
"Heroes of Normandie",0,1,0,0
"Aladdin's Dragons",0,1,1,1
"Triumvirate",0,1,0,0
"Pictureka! Card Game",0,1,1,0
"7",1,1,1,1
"Empires in America",1,0,0,0
"Cir*Kis",0,1,1,0
"Thunderstone",1,1,1,0
"Jaipur",0,1,0,0
"Battle Sheep",0,1,1,0
"Imperial 2030",0,0,1,1
"The d6 Shooters",1,0,0,0
"Chronicle",0,0,1,1
"Heroscape Master Set:  Battle for the Underdark",0,1,0,0
"Erosion",0,1,1,0
"Difference",0,1,1,1
"Nanuk",0,0,0,1
"Savannah Tails",0,0,1,1
"Space Hulk (third edition)",0,1,0,0
"Skyline 3000",0,0,1,0
"Lemming Mafia",0,0,1,1
"Scene It? The Simpsons Deluxe Edition",0,0,0,0
"Cyclades",0,1,1,1
"Luna Llena: Full Moon",0,1,1,1
"Bisikle",1,1,1,0
"Atlantis",0,1,1,0
"Ergo",0,1,1,0
"Maus au Chocolat",0,1,1,1
"Mr. Jack in New York",0,1,0,0
"MegaCorps",0,0,1,1
"Chaos Marauders (second edition)",0,1,1,0
"Shipyard",0,1,1,0
"Sneaks & Snitches",0,1,1,1
"Macao",0,1,1,0
"Panzer General: Allied Assault",1,1,0,0
"Kingdom Death: Monster",1,1,1,0
"Power Struggle",0,0,1,1
"Callisto: The Game",0,1,1,0
"Mister X",0,1,1,1
"Axis & Allies Pacific 1940",0,1,1,0
"Tarantel Tango",0,0,1,1
"Mosaix",1,1,1,0
"Ligretto Dice",0,1,1,0
"Namibia",0,0,1,0
"The Three Musketeers: The Queen's Pendants",0,1,1,1
"Albion",0,0,1,0
"Greed Incorporated",0,0,1,1
"Zombiaki II: Attack on Moscow",0,1,0,0
"Jungle Speed: Rabbids",0,0,1,1
"Spearpoint 1943",1,1,0,0
"Chez Cthulhu",0,1,1,1
"Multiplayer Pentago",0,1,1,0
"Parade",0,1,1,1
"Colonia",0,0,1,1
"BasketBoss",0,0,1,1
"Kuhhandel Master",0,0,1,1
"Train of Thought",0,1,1,1
"El Paso",0,0,1,1
"Arena: Roma II",0,1,0,0
"Pinguin-Party",0,1,1,1
"The Twelve Doctors: Doctor Who Card Game",0,1,0,0
"Kingpin",0,1,0,0
"Black Stories Real Crime Edition",0,1,1,1
"The Fires of Midway",1,1,1,0
"Infection Express",1,0,0,0
"Codeword Cromwell: The German Invasion of England, 8 June 1940",1,0,0,0
"Gonzaga",0,1,1,0
"Vampires of the Night",0,1,1,0
"The King Commands",0,1,1,1
"Catacombs",0,1,1,1
"Darwinci",0,0,1,1
"Time's Up! Edición Azul",0,0,1,1
"Filipino Fruit Market",0,0,1,1
"Forlorn: Hope",1,1,0,0
"Havana",0,1,1,0
"Boe Igrzysko",0,0,1,0
"Horse Fever",0,1,1,1
"Appletters",0,1,1,1
"Summoner Wars",0,1,1,0
"Langfinger",0,1,1,1
"Egizia",0,1,1,0
"Panic Tower!",0,1,1,1
"Cable Car",0,1,1,1
"Storm Over Dien Bien Phu",0,1,0,0
"Bugs",0,0,1,1
